ASN,Name
39618,"HOSTCRAM - HostCram LLC"
39640,"AS-AVEASCO - Valor Information Technologies, S.L."
39647,
39655,
39679,"ASJZTKFT - JZT Informatikai Kft."
39681,
39704,
39729,
39743,"VOXILITY-AS - Voxility S.R.L."
39756,
39758,
39782,
39783,
39790,
39798,"MIVOCLOUD - MivoCloud SRL"
39819,
39825,
39827,"AS-ALAMEDA - Valor Information Technologies, S.L."
39832,
39839,"DK-PUNKTUM - Punktum dk A/S"
39845,"LV-2CLOUD-ASN16 - 2 Cloud Ltd."
39869,
39882,"VISL - Virtual Internet Services Limited"
39889,
39921,"DE-RACKSPACE - Rackspace Ltd."
39923,
39962,
40015,MOVECLICKLLC
40021,
40065,
40092,ONIAAS
40100,
40156,THEOPT-HOU
40244,
40281,QWKNET
40329,
40341,Q9-AS-CAL2
40374,
40384,ZSCALER-GRX
40395,VIRTBIZ-DALLAS
40438,
40476,
40539,
40630,
40676,AS40676
40715,
40728,GEARHOST
40819,
40824,WZ-US-40824
40861,PARAD-40-ASN
40866,
40882,SPI-HOSTING
40900,NTHL
40913,
40965,
40975,"CHML-AS - CHML Web Services SRL"
40985,
41000,"FREETHOUGHT-AS - Freethought Internet Limited"
41018,
41062,"PRO100-NET-AS - ProstoHosting LTD"
41074,
41075,
41079,
41095,"IPTP - IPTP LTD"
41108,"FIRSTROOT-AS - comtrance service GmbH"
41126,
41181,
41204,
41357,
41369,"DATACENTER-AS - Advania Finland Oy"
41399,"HOSTCAMP-AS - Burkhard Neumann"
41406,
41427,"MARC-NET_AS - Datacenter d.o.o."
41436,"CLOUDWEBMANAGE-EU - Kamatera Inc"
41443,
41466,
41508,"PL-IWACOM-AS - ZINET.NET.PL Sp. z.o.o."
41535,"RUSONYX-AS - LLC &quot;ASTRA CLOUD&quot;"
41541,
41550,"HBUA-AS - First Ukrainian Internet Registrar LLC"
41562,
41628,
41634,"SVEA - Svea Hosting AB"
41635,"LIVEHOSTING-AS - LIVEHOSTING DATACENTER SRL"
41637,"ROUTING-ANYCAST - Hosting.de GmbH"
41653,
41665,
41678,"TIBUS - The Internet Business Ltd"
41722,
41732,"HOSTINGFUZE - MIHAILA VALENTIN-EUGEN"
41773,
41821,
41856,
41887,"PROLOCATION - Prolocation B.V."
41940,"EUROCOMPUTER-AS - Eurocomputer LTD"
41952,
42005,"LIGHTSTORM-COMMUNICATIONS-SRO-SK-AS - LightStorm Services s.r.o."
42040,
42043,"BERTINATECHNOLOGYCOMPANY - Parsian High Tech Company PJSC"
42075,"NETIN - Netdirekt A.S."
42093,"INTERRACKS-AS - InterRacks B.V."
42106,
42120,"AS-MDC - MODIT Informatikai Zrt."
42140,"NEWGEORGIA-GE - New Georgia LLC"
42159,
42160,
42186,"AS-ITE_NET - Kancelarija za informacione tehnologije i elektronsku upravu"
42210,
42216,"NETVISER - Yasar Sen trading as Alapli Teknoloji"
42220,"SIAPI-AS - TREVENQUE SISTEMAS DE INFORMACION S.L."
42236,"ITM8-AS - Itm8 A/S"
42237,"W1N - w1n ltd"
42240,"VARITI-INT-AS - Variti+ LLC"
42244,
42311,
42331,
42338,
42347,
42352,
42399,
42400,"MULTIHOST - Nexthop AS"
42418,
42442,
42447,
42465,"FORCEPOINT-ANYCAST-AS - Forcepoint Cloud Ltd"
42473,"AS-ANEXIA - ANEXIA Internetdienstleistungs GmbH"
42489,
42503,
42508,
42532,
42553,
42567,"MOJHOST-EU - MOJOHOST B.V."
42572,
42612,"DINAHOSTING-AS - DinaHosting S.L."
42622,"DCSTO-AS - Videnca AB"
42632,"MNOGOBYTE-AS - MnogoByte LLC"
42655,
42675,
42695,
42699,"MANAGEDHOSTING-AS - managedhosting.de GmbH"
42705,
42708,"GLESYS - GleSYS AB"
42724,
42730,"EVANZOAS - EVANZO e-commerce GmbH"
42751,
42755,"DATAFIBER - DataFiber Group B.V."
42776,"ITHANDS - I T Hands LLC"
42807,"AEROTEK-AS - CIZGI TELEKOMUNIKASYON ANONIM SIRKETI"
42831,
42832,
42836,"SCHUBERGPHILIS - Schuberg Philis B.V."
42840,
42865,"EUSHIELD - WEB3 Leaders INC"
42868,
42910,"PREMIERDC-VERI-MERKEZI-ANONIM-SIRKETI - PremierDC Veri Merkezi Anonim Sirketi"
42926,"RADORE - Radore Veri Merkezi Hizmetleri A.S."
42927,"S-NET-AS - S-NET Sp. z o.o."
42938,
42964,
43021,"CERTIT-HOSTING - Certit Hosting Handelsbolag"
43047,
43108,"GARM-AS - GARMTECH LP"
43128,"DHH-AS - Webtasy, d.o.o."
43133,
43142,"ADELINOVIUS - ADELI SAS"
43146,
43190,
43198,"OUTSOURCERY-AS - GCI Network Solutions Limited"
43219,
43260,"AS43260 - DGN TEKNOLOJI A.S."
43263,
43289,"TRABIA - Trabia SRL"
43309,
43317,
43330,
43333,"XNNET - XNNET LIMITED"
43338,
43345,"CLDIN-BE - CLDIN B.V."
43348,"TATARINOVA-AS - Tatarinova Alla Ivanovna"
43349,"EVROLINE-NW-AS - Evroline severo-zapad LLC"
43350,"NFORCE - NForce Entertainment B.V."
43357,"OWL - Owl Limited"
43359,"TARHELY - Tarhely.Eu Szolgaltato Kft."
43362,
43391,
43456,
43472,
43489,
43531,
43541,"VSHOSTING - VSHosting s.r.o."
43578,
43588,"LEVEL7-AS - IM Level 7 SRL"
43620,"SYAN - Digital Space Group Limited"
43639,
43652,"AS100LIMITE - EDGOO NETWORKS UNIPESSOAL LDA"
43711,
43758,
43765,"VHOSTER-NET - PP SKS-LUGAN"
43768,
43773,"HVOSTING-AS - PE Konstantin Vladimirovich Kravchenko"
43774,
43783,
43800,"GANESH-CONSULTING - Ganesh Hosting SARL"
43829,
43927,"HOSTERION - HOSTERION SRL"
43962,
43991,"VORONEZHTELECOM-AS - Voronezh Telecom LLC"
44050,"PIN-AS - Petersburg Internet Network ltd."
44066,
44094,
44099,"RUNISO-AS - Claranet SAS"
44112,
44128,
44133,"IPAX-AS - IPAX GmbH"
44136,
44220,
44255,
44273,"GODADDY-DNS - Host Europe GmbH"
44294,"OCTONET - Lopatin Arkadiy Borisovich"
44332,"ASN-CENTRILOGIC-UK - Centrilogic Ltd"
44398,
44453,"INTERNEX-AS - interneX GmbH"
44460,"MEDIACENTER-AS - MEDIACENTER HUNGARY INFORMATIKAI SZOLGALTATO ES UZEMELTETO kft"
44476,
44477,"STARK-INDUSTRIES - STARK INDUSTRIES SOLUTIONS LTD"
44493,"CHELYABINSK-SIGNAL-AS - Chelyabinsk-Signal LLC"
44515,
44565,
44600,
44632,"AS-KONTRON-1 - KRONTRON d.o.o."
44633,
44684,"MYTHIC - Mythic Beasts Ltd"
44685,"DEDSERVERNET - Patron Technology Persia Ltd"
44709,"CLOUDWEBMANAGE-IL - O.M.C. COMPUTERS &amp; COMMUNICATIONS LTD"
44716,
44803,
44806,
44812,
44853,"HOSTING - Uplink SRL"
44901,
44922,
44925,"THE-1984-AS - 1984 ehf"
44964,
44984,
45012,"CLOUDPIT - dogado GmbH"
45014,
45031,
45037,"HISPAWEB-NETWORK - Propelin Consulting S.L.U."
45043,"AS-VINER-TELECOM - SPD Kurilov Sergiy Oleksandrovich"
45045,"GOODNET-AS - FOP Kazakov Oleksandr Oleksandrovich"
45075,
45090,"TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited"
45102,"ALIBABA-CN-NET Alibaba US Technology Co."
45144,
45146,
45152,
45179,
45187,"RACKSPACE-AP Rackspace IT Hosting AS IT Hosting Provider Hong Kong"
45201,"NEXON-AS-AP Nexon Asia Pacific Pty Ltd"
45298,"INTERLINK-TECH-AS-ID INTERLINK TECHNOLOGY"
45302,
45324,
45328,
45352,
45353,
45382,"EHOSTIDC-AS-KR Hostcenter"
45459,"SOLARIX-INTERNET-AS-AP Solarix Networks Limited"
45470,
45481,
45486,"HOSTCORP-AS-AP HostCorp Internet"
45504,"SPLUNKNET-PH MCPO Box 1906"
45538,
45544,
45552,
45559,"QUZATECH-PH MCPO Box 1755"
45570,
45577,
45578,"SPLUNKNET-PH MCPO Box 1906"
45580,
45592,"SIMEX-TW-AP 133 Da An Road Section 1"
45593,
45599,"EQUANTECH-TW-AP 141 Yang Guan Jie"
45634,"SPARKSTATION-SG-AP 10 Science Park Road"
45638,"SYNERGYWHOLESALE-AP SYNERGY WHOLESALE PTY LTD"
45652,
45668,
45671,
45672,
45693,
45731,"ARDH-AS-ID ARDH GLOBAL INDONESIA"
45753,"NETSEC-HK Netsec Limited"
45785,
45815,
45839,
45849,--MISSING--
45887,"GPLHOST-AS-AP GPLHost LLC"
45906,
45910,"ISYSTEMTECH-HK i-System Technology Limited"
45945,
46015,
46050,
46130,
46132,VENTYX-AN-ABB-COMPANY
46177,WHITE-SKY-HOSTING
46260,
46261,QUICKPACKET
46385,
46401,
46407,AS-VULTR3
46430,
46433,ADF01
46440,STEADFAST-INT
46469,GETRESPONSE-IMPLIX
46475,
46489,TWITCH
46516,
46529,CORESITE-SPARE
46549,GVO
46562,PERFORMIVE
46573,LAYER-HOST
46597,
46606,
46636,
46652,
46664,VDI-NETWORK
46789,
46805,"AS-46805 - Angelnet Limited"
46816,
46844,SHARKTECH
46873,HOSTCOLOR
46874,MEGAVELOCITY-INC
46945,NUSTAR-ENERGY
47002,TIGERTECH
47066,
47094,ITRON-6-47094
47133,
47143,"TDHN - Todayhost Limited"
47161,
47168,
47172,"GREENHOST - Greenhost BV"
47196,"GARANT-PARK-INTERNET - Garant-Park-Internet LLC"
47201,
47205,
47215,
47219,
47223,"LUKMAN - Lukman Multimedia Sp. z o.o"
47231,"GK-EHS-AS - Trade Company EuroHimService Ltd."
47242,"HOST-SPA - Host SpA"
47244,
47264,"LDEX - LDeX Connect LTD"
47285,
47289,"ASVOLVIDO - Volvido Hosting Aps"
47302,
47309,"INFO-AS - q.beyond AG"
47328,"TRI-AS - DigitalOne AG"
47381,"SERVERGARDEN-AS - Servergarden Kft."
47385,
47447,
47478,
47513,
47521,
47543,"ATOM86-AS - atom86 BV"
47544,"IQPL-AS - IQ PL Sp. z o.o."
47549,
47550,"NETLIFE-AS - FOP Bratinov Oleg Vyacheslavovich"
47577,
47582,
47583,"AS-HOSTINGER - Hostinger International Limited"
47588,
47595,"ZAO-RU-NIC-AS - JSC &quot;RU-CENTER&quot;"
47602,"PROFISOL-AS - Profisol Telecom S.R.L."
47625,"UKHOST4U - Paul David Hughes trading as Hosting Systems"
47692,
47748,
47764,
47810,"PROSERVICE - Proservice LLC"
47869,CL-1763-47869
47894,"VERITEKNIK - VERITEKNIK BILISIM BASIN VE YAYIN LIMITED SIRKETI"
47934,
47987,
48029,"PARSDADE-NETWORK - NOAVARAN SHABAKEH SABZ MEHREGAN (Ltd.)"
48031,"XSERVER - Ivanov Vitaliy Sergeevich"
48039,
48093,
48095,
48096,"ITGRAD - Enterprise Cloud Ltd."
48164,"KGBHOSTING - Drustvo za telekomunikacije Orion telekom doo Beograd-Zemun"
48235,
48254,"TWENTYI - 20i Limited"
48270,"INETSOLUTIONSPS - iNET Solutions for computer Co."
48282,"VDSINA-AS - Hosting technology LTD"
48287,
48324,"DE-WEBGO - webgo GmbH"
48337,
48346,"ASJTKK - Jarventaustan Kylakuituosuuskunta"
48347,
48348,
48403,"FI-PLANEETTA-AS - Planeetta Internet Oy"
48434,
48446,
48505,"KYLOS-AS - Kylos sp. z o.o."
48533,
48536,"FILCO-AS - TSG Interactive Services Limited"
48551,
48579,
48607,
48613,
48614,"ITSOFT-AS - ITSOFT LLC"
48635,
48644,
48684,"VIKINGHOST - Viking Host B.V."
48689,
48693,
48716,
48722,"CRISTAL-AS - Kozlova Larisa Petrovna"
48732,"PEERES-TELECOM - Martial Duboc"
48737,
48757,"TRUSTINFO - TrustInfo LLC"
48760,
48809,
48812,
48815,"CRITICALCASE - CriticalCase s.r.l"
48817,
48823,
48825,
48851,
48854,"TEAM-BLUE-DENMARK - team.blue Denmark A/S"
48874,
48881,"DATA-NODE-AS - DATA NODE SRL"
48894,"OPTIMUS-AS - Optimus IT d.o.o."
48896,"DHOSTING-AS - dhosting.pl Sp. z o.o."
48901,
48921,
48949,
48950,
48979,"UZINFOCOM - DAVLAT AXBOROT TIZIMLARINI YARATISH VA QO`LLAB QUVATLASH BO`YICHA YAGONA INTEGRATOR-UZINFOCOM LLC"
48995,
49063,
49073,
49091,"ASTELGAROR - Telecom-garant Limited"
49126,"AS49126 - IHS Kurumsal Teknoloji Hizmetleri A.S"
49143,
49184,"MEDIASERVICE-AS - MediaService Ltd."
49189,
49195,
49227,"TCI-ANYCAST-NET - Ukrainian Internet Names Center LTD"
49282,"FICOLO - Ficolo Oy"
49287,
49311,
49313,"SEVAHOST-AS - Seva-Host Ltd"
49335,
49345,"AZLINK-AS - BEEONLINE OJSC"
49349,
49352,"LOGOL-AS - &quot;Domain names registrar REG.RU&quot;, Ltd"
49359,"RTSQUARE-AS - Dmitry Kozhushko"
49364,
49367,
49392,
49400,
49434,
49453,"GLOBALLAYER - Global Layer B.V."
49457,"OPENBUSINESS - Openbusiness S.A."
49466,
49467,"EUROTA-ASN - INETMAR INTERNET HIZMETLERI BILISM TEKNOLOJILERI SANAYI VE TICARET LIMITED"
49485,
49505,
49532,"SERVERHUB-NL - Eonix Corporation"
49544,"I3DNET - i3D.net B.V"
49589,"ELITENET-UA-AS - FOP Abashin Andrew Aleksandrovich"
49604,
49612,"COGNITIVE-CLOUD-NET - DDOS-GUARD LTD"
49632,
49635,"CLOUDING - CLOUDI NEXTGEN SL"
49677,"MAEHDROS-AS - MAEHDROS S.A."
49683,
49685,
49693,"BEST-HOSTER - Best-Hoster Group Co. Ltd."
49699,
49746,"DIGI - DIGITAL EURONETWORK SRL"
49747,
49797,"NESSLY - LLC VK"
49815,
49834,"BESTHOSTING - Best Hosting Company, LLC"
49857,
49877,"AS49877-ASTORE - ASTOR TRADING LLC"
49879,"HOSTHANE - ISIK Bilgisayar Internet ve Yayincilik Hizmetleri"
49932,
49949,
49981,
49996,
50033,
50056,"AI-NET - Ai Networks Limited"
50106,
50113,
50131,"SPARTANHOST - Spartan Host Ltd"
50152,
50214,
50245,"SERVEREL-AS - Serverel Inc."
50297,"INFIUM - Infium, UAB"
50300,"CUSTDC - CustodianDC Limited"
50304,
50340,"SELECTEL-MSK - JSC Selectel"
50357,
50389,"PHOENIXNAP-DE - PHOENIX NAP, LLC."
50415,"AHOSTING - Ahosting a.s."
50448,"SYSTEM-SERVICE-AS - System Service Ltd."
50457,
50465,"IQHOST - IQHost Ltd"
50474,"O2SWITCH - O2SWITCH SAS"
50516,"MAXIPLACE-AS - Maxiplace Ltd."
50520,
50525,"PRIVADO-DE - Privado Networks AG"
50562,
50599,
50608,
50613,"THORDC-AS - Advania Island ehf"
50649,"DINAS-AS - PE Kuznetsova Viktoria Viktorovna"
50650,
50655,
50673,
50678,"ASLEANDOMAINS - Internet Vikings International AB"
50704,"STAR-TV-AS - STAR TV SRL"
50730,
50733,"BINA-AS - Ertebat Gostaran Bina PJSC"
50757,
50823,"PBXHOSTING - PBX Hosting Ltd"
50833,
50837,"CLOUDSIGMA-AS - CLOUDSIGMA AG"
50840,
50841,"ARTNET_POMIX - Artnet Sp. z o.o."
50842,SERVERFORGE
50872,"LOCALHOST - LOCALHOST d.o.o."
50891,
50915,"AU_KG - LLC &quot;Asia-Unicom&quot;"
50921,
50926,"AXARNET-AS - AXARNET COMUNICACIONES, S.L."
50935,
50937,
50939,"SPACE-AS - Space Ro SRL"
50941,"VARGONEN - Eclit Bilisim Hizmetleri A.S"
50957,
50968,"HOSTMASTER-AS - Hostmaster, Ltd."
50979,"ITL-LV - GREEN FLOID LLC"
50981,
50986,
51012,
51013,"WEBSUPPORT-SRO-SK-AS - WebSupport s.r.o."
51050,"H4HOSTING-AS - H4Hosting BV"
51091,"ATOM86 - atom86 BV"
51099,
51109,"CAMELHOST-AS - Sia Nano IT"
51110,"IDOMTECHNOLOGIES-AS - IDOM TECHNOLOGIES SAS"
51159,"THINKSYSTEMSUK-ASN - Think BV Limited"
51160,
51167,
51177,"THCPROJECTS - TIPZOR MEDIA SRL"
51191,"XIRRA - Xirra GmbH"
51241,"IRPOST-TEH - IRAN POST Company"
51248,
51269,"HEXATOM - HEXATOM s.a.r.l."
51275,"VIACOMKFT - Viacom Informatics Ltd."
51278,"IGNUM-ANYCAST-AS - Webglobe, s.r.o."
51286,
51290,
51294,"HUBARA - HUBARA hosting solutions, S.L."
51335,
51357,
51367,
51395,"AS-SOFTPLUS - Datasource AG"
51411,
51430,
51468,
51520,
51540,
51557,
51559,
51614,"ALTERA-SYSTEMS - Electris Ltd."
51659,
51696,"ARCADIZ - Arcadiz Telecom NV"
51698,"ACTIVEHOST-RU-AS - &quot;ActiveHost RU&quot; LLC"
51713,
51717,"MUCHA-AS - MUCHA Pawel Mucha, Marcin Mucha SC"
51718,
51731,
51740,"ASZZZING - NetPoint Ltd."
51743,
51765,
51783,"DEDIC-CENTER-AS - The Center of Dedicated Servers LLC"
51790,
51848,
51852,
51859,"MNSHA-AS - Mainstream doo Beograd"
51862,"IONOS-AS - IONOS SE"
51905,"CWCS-VM - Compuweb Communications Services Limited"
51915,
51916,
51942,"EKMEDIA - EK-Media B.V."
51975,
51995,
52000,
52030,"SERVERPLAN-AS - Server Plan S.r.l."
52048,
52114,
52148,"ENIXLTD - Enix Ltd"
52165,"BALTSPORT-AS - Sportesla N.V."
52173,
52179,"UANET-AS - UA.NET LLC"
52217,"ISKRA-AS - OOO ISKRA"
52219,
52234,
52236,
52270,
52304,"NIC Chile"
52305,
52306,"NIC Chile"
52321,
52335,"Colombia Hosting"
52336,"Autoridad Nacional para la Innovacion Gubernamental"
52347,HOSTCLICK
52368,
52388,"Video Cable Color S.A."
52423,"Data Miners S.A.  Racknation.cr"
52465,
52468,
52469,
52511,
52512,"OPENCLOUD SpA"
52522,
52528,"Rede Nets Ltda."
52550,
52615,"WEBCIA INTERNET LTDA"
52620,"BRASIL NORTE BEBIDAS SA"
52623,
52641,
52647,
52648,
52653,"Marlon L. Larger &amp; Cia Ltda"
52656,
52674,"BRASIL TECPAR | AMIGO | AVATO"
52690,
52695,
52724,
52727,
52740,
52749,
52755,"U&amp;M MINERACAO E CONSTRUCAO SA"
52757,"Sorriso Internet Ltda."
52762,"TRIADE FIBRA"
52780,
52781,"Pertec Servicos de Telecomunicacoes ltda"
52793,
52810,
52812,"WRLINK TELECOM"
52821,"Torres e Anselmi Ltda"
52843,
52864,
52890,
52907,"PRIME FIBRA LTDA"
52916,
52925,
52950,
52997,"PARANA TRIBUNAL DE JUSTICA"
53013,"W I X NET DO BRASIL LTDA - ME"
53033,
53041,
53055,"DIMENOC SERVICOS DE INFORMATICA LTDA"
53057,
53058,"-Reserved AS-"
53101,"SIANET Datacenter e Provedores Ltda-ME"
53136,
53168,"Equatorial Energia SA"
53205,"IBSOL TELECOM LTDA"
53221,
53225,
53231,"GRUPOHOST COMUNICACAO MULTIMIDIA LTDA"
53239,
53243,"Brasil Site Informatica LTDA"
53264,SBAEDGE-603
53281,ASN-AHEAD
53292,MWAY
53332,
53340,FIBERHUB
53342,DELCO-PRI-01
53356,
53360,CUMUL
53365,WEBAIR-INTERNET-3
53370,
53444,ZSCALER-SJC
53479,AS-HOSTUPON
53559,ANONYMIZER
53587,AZT
53589,
53597,HOYOS-CONSULTING-LLC
53605,PHOEN-56
53628,APYLI-AS
53667,PONYNET
53755,IOFLOOD
53759,VND
53813,
53824,LIQUIDWEB
53850,
53861,AS-KGIX
53889,WJY
53914,
53918,HHRL-ASN
53974,
53976,EXPEDIENT-EMEA
53997,DNC-HOLDINGS-INC
53999,AS-PRIORITYCOLO2
54098,LIONLINK-NETWORKS
54104,INFOO-54104
54112,MACST-SV4
54113,
54163,
54203,NETPROTECT-SP
54290,HOSTWINDS
54334,
54455,
54456,
54489,CORESPACE-DAL
54500,18779
54524,
54527,ASTUTEHOSTING
54540,INCERO-HVVC
54543,EPICUP-COM
54548,PROFITBRICKS-USA
54555,HOSTDUPLEX
54561,
54574,DMIT-EYEBALL
54600,
54636,
54641,
54643,
54726,EAS-AS54726
54817,
54825,PACKET
54829,
54839,EMPIRE
54913,
55002,DEFENSE-NET
55017,
55045,
55051,
55053,RACK-AND-DATA
55081,24SHELLS
55106,
55175,CLOUDBURST
55225,
55229,
55242,
55286,
55293,
55303,
55305,
55309,
55313,"HANELCOM-AS-VN Hanel Communication JSC"
55334,"ASL-338-HK Access Solutions Limited"
55359,"FLUCCS-AS-AP Fluccs Australia Australian Cloud Provider"
55377,"SADAITEC Sadiatec Co."
55388,"ASJ ASJ INC."
55405,
55422,
55470,
55492,
55512,"HONGKONG3-HK HONGKONG SUHUA TRADING LIMITED"
55532,"SQUIZ-AS-AP Squiz Pty Ltd"
55536,"PSWITCH-HK PACSWITCH IP NETWORK"
55547,"WOODSNET-PH Unit D"
55636,
55639,
55660,
55688,
55720,
55746,"WITT-AS-AP Western Institute of Technology at Taranaki"
55761,
55799,
55803,"HOSTOPIA-AU Hostopia Australia Web Pty Ltd"
55897,
55907,"GMO-DNS GMO Internet Group"
55933,
55951,"LHDNM-MY Lembaga Hasil Dalam Negeri Malaysia"
55967,"BAIDU Beijing Baidu Netcom Science and Technology Co."
55990,"HWCSNET Huawei Cloud Service data center"
55994,
56005,
56050,--MISSING--
56059,
56067,
56096,--MISSING--
56106,
56110,"EVERDATA-DATACENTERS Everdata Technologies Pvt Ltd"
56134,
56140,"NOCSER-MY ModernOne Data Solutions Sdn. Bhd."
56150,"VHOST-AS-VN Viet Solutions Services Trading Company Limited"
56151,
56153,"LUUTRUSO-AS-VN Digital Storage Company Limited"
56262,
56291,"ACE-AS-AP Ace"
56301,"MN-NDC-MN National Data Center building"
56309,
56322,
56333,"MEPHI-AS - FEDERAL STATE AUTONOMOUS EDUCATIONAL INSTITUTION OF HIGHER EDUCATION &quot;NATIONAL RESEARCH NUCLEAR UNIVERSITY&quot; MEPHI &quot;"
56352,
56364,"GPI-AS - Garant-Park-Internet LLC"
56378,
56430,
56485,"THEHOST-AS - TheHost LLC"
56489,
56506,"PDS-AS - Main Department of Internal Affairs of the Samara region"
56529,"RUAD-AS - RuaD-Group LLC"
56534,"COMFORTEL - Comfortel Ltd."
56577,"ASRELINK - Relink LTD"
56582,
56607,"CHABANOV-AS - Andrii Chabanov"
56617,
56623,"GOODNET_NETWORK - COHERENT LLC"
56630,
56643,"UZAKNET - Uzak Yazilim Ve Bilisim Sistemleri Tic. Ltd. Sti"
56655,
56658,
56694,"SMARTAPE - LLC Smart Ape"
56716,"XATNET - IE Didyk Dmitriy Sergeyevich"
56732,"AXARNET-RESERVED - AXARNET COMUNICACIONES, S.L."
56740,"DATAHATA-AS - DataHata Ltd"
56784,
56797,
56799,
56815,"OLKA - Raya Sepehr Vira Data Processing Company Ltd."
56851,"VPS-UA-AS - PE Skurykhin Mukola Volodumurovuch"
56872,
56876,
56898,
56899,"GARNET-AS - Granat Ukraine LLC"
56934,
56971,
57010,"CLODO-AS - IT House, Ltd"
57034,"FIBER-SPACE - Fiber Space Solutions SRL"
57037,
57043,"HOSTKEY-AS - HOSTKEY B.V."
57115,
57123,
57127,
57148,
57167,"CITYHOST-AS - Maksym Rivtin"
57168,
57169,
57172,"GLOBALLAYER - Global Layer B.V."
57230,"ARIAWEBCO-AS - Aria Web Development LLC"
57242,"ASFREENET - FOP Martyinchuk Aleksandr Vasilevich"
57267,
57286,
57311,
57345,
57363,
57367,
57433,"INTERCOLO-AS - intercolo GmbH"
57442,"NEWHOST-UA-AS - FOP Gradil Galuna Ivanivna"
57471,"TRANS-INTERCOM-V-AS - Orbita plus Vyazma Ltd."
57487,"MIXTELECOM-AS - Advanced Solutions LLC"
57494,"ADMAN-AS - Adman LLC"
57497,
57505,"AS-DF-FMT-RESERVED - Data Felix srl"
57518,"RBRS-AS2 - Roberscheuten B.V."
57586,
57604,"VPLAB-NL - VPLAB LTD"
57659,"ASDINASNETUA - PE Kuznetsova Viktoria Viktorovna"
57669,
57673,
57682,
57687,
57724,
57726,"RKT2-AS - PE &quot;Teleradiocompania RKT-2&quot;"
57739,"DOGADO-AMS - dogado GmbH"
57752,
57773,
57814,"CLOUD9 - Cloud 9 Ltd."
57844,"SPD-NET - SPDNet Telekomunikasyon Hizmetleri Bilgi Teknolojileri Taahhut Sanayi Ve Ticaret A.S."
57858,
57872,
57879,"EXIMPROD-AS - EXIMPROD SERVICII SUPORT SRL"
57894,
57899,"MASANDRA-AS - Nikita Sergienko"
57954,"ASBUDKO - FOP Budko Dmitro Pavlovich"
57972,
57992,"SCRIBA-AS - SCRIBA CRISTIAN INTREPRINDERE INDIVIDUALA"
58003,"PLANEETTA-AS - Planeetta Internet Oy"
58010,"UVENSYS - uvensys GmbH"
58031,
58040,"HOSTLINCOLN - Host Lincoln Limited"
58059,"WIFIBER - WIFIBER HABERLESME TEKNOLOJILERI VE ILETISIM HIZMETLERI SAN VE TIC LTD STI"
58061,
58065,"PACKETEXCHANGE - Orion Network Limited"
58073,"YISP-AS - YISP B.V."
58113,
58152,"MAROONHOST - Woshka Niknam"
58162,"ASSVESSANETUA - FOP Lukyanenko Aleksandr Ivanovich"
58164,"ASKPNET - Zasseev Andrey Ruslanovych"
58170,"PROMPT-AS - PROMPT SERVICE COMPUTER SRL"
58222,
58262,"NRP-NETWORK - Negah Roshan Pars Company (PJS)"
58269,
58271,"GLP-AS - Tyatkova Oksana Valerievna"
58277,"RIGNET-INC-SA - RigNet Inc"
58285,
58305,
58338,
58381,
58397,
58404,
58436,
58477,
58487,"CRI-AS-AP CV. Rumahweb Indonesia"
58621,"VODIEN-AS-AP-LOC2 Vodien Internet Solutions Pte Ltd"
58641,
58649,
58651,"GMO-REGSEC GMO Internet Group"
58683,"RACKSPACE-AS Rackspace.com Sydney"
58706,"XAVIER-AS Xavier School"
58740,"HOSTAWAYPTYLTD-AS-AP HostAway Pty Ltd"
58757,
58786,
58791,
58797,"CARPATHIAHOSTING-HK Carpathia Hosting"
58854,
58922,
58927,
58930,
58936,
58940,"DEDAUS-AS-AP Dedicated Servers Australia"
58955,"BANGMODENTERPRISE-TH Bangmod Enterprise Co."
58962,--MISSING--
58964,
58985,"RUJI-AS-AP JIN CHENGBAO TECHNOLOGY CO."
59078,"YUNIFY-NET Yunify Technologies Inc."
59094,"S2-NET esu2 Corporation"
59117,"DCIPL-AS-AP DREAM CLOUD INNOVATION PTE. LTD."
59120,"TINS-NET Tsukuba Internet Service Corporation"
59122,
59135,"IDNIC-SDK-AS-ID PT Suraloka Digital Kreatif"
59147,
59210,
59251,
59253,
59268,"QLINKS-AS QLINKS"
59279,"IDNIC-RMI-AS-ID PT Raja Mitra Informatika"
59349,
59371,"DNC-AS Dimension Network &amp; Communication Limited"
59374,
59407,"IRONWEBHOST-AS - Abidine EL AMMARI"
59431,"RAV-NET-01 - Ravand Tazeh Co,.PJS."
59432,
59441,
59442,"SSJCO - GOSTARESH-E-ERTEBATAT-E MABNA COMPANY (Private Joint Stock)"
59447,"ISTANBULDC2 - GEOCOM LLC"
59454,"CONSORTIUM - CONSORTIUM APPS LTD"
59466,
59472,
59504,
59505,
59526,
59545,
59553,
59554,"DATACENTRUMGRONINGEN - Datacenter Groningen B.V."
59563,
59595,
59596,
59615,"SERVERUM-AS - SIA Serverum"
59632,"PIDGINHOST-AS - SC PIDGIN HOST SRL"
59642,
59674,
59677,
59681,
59684,"ASHOSTERKG - Hoster kg, Ltd."
59705,
59711,
59725,"SOLIFINANCE-AS - Solifinance OU"
59728,
59729,"ITL-BG - GREEN FLOID LLC"
59764,
59791,
59795,"PERFGRID - Lucas Rolff trading as PerfGrid"
59796,
59816,
59851,
